Indicator,State,Phase,Time Period,Time Period Start Date,Time Period End Date,Percent of Population,Region
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,3,19,2020-11-11,2020-11-23,39.5,West
Symptoms of Depressive Disorder,Alabama,3,20,2020-11-25,2020-12-07,30.5,South
Symptoms of Depressive Disorder,Alaska,3,20,2020-11-25,2020-12-07,26.7,West
Symptoms of Depressive Disorder,Arizona,3,20,2020-11-25,2020-12-07,28.5,West
Symptoms of Depressive Disorder,Arkansas,3,20,2020-11-25,2020-12-07,28.5,South
Symptoms of Depressive Disorder,California,3,20,2020-11-25,2020-12-07,30.2,West
Symptoms of Depressive Disorder,Colorado,3,20,2020-11-25,2020-12-07,28.4,West
Symptoms of Depressive Disorder,Connecticut,3,20,2020-11-25,2020-12-07,28.2,Northeast
Symptoms of Depressive Disorder,Delaware,3,20,2020-11-25,2020-12-07,33.0,South
Symptoms of Depressive Disorder,District of Columbia,3,20,2020-11-25,2020-12-07,27.3,South
Symptoms of Depressive Disorder,Florida,3,20,2020-11-25,2020-12-07,27.9,South
Symptoms of Depressive Disorder,Georgia,3,20,2020-11-25,2020-12-07,28.2,South
Symptoms of Depressive Disorder,Hawaii,3,20,2020-11-25,2020-12-07,31.2,West
Symptoms of Depressive Disorder,Idaho,3,20,2020-11-25,2020-12-07,30.6,West
Symptoms of Depressive Disorder,Illinois,3,20,2020-11-25,2020-12-07,30.0,Midwest
Symptoms of Depressive Disorder,Indiana,3,20,2020-11-25,2020-12-07,30.8,Midwest
Symptoms of Depressive Disorder,Iowa,3,20,2020-11-25,2020-12-07,24.3,Midwest
Symptoms of Depressive Disorder,Kansas,3,20,2020-11-25,2020-12-07,27.6,Midwest
Symptoms of Depressive Disorder,Kentucky,3,20,2020-11-25,2020-12-07,33.9,South
Symptoms of Depressive Disorder,Louisiana,3,20,2020-11-25,2020-12-07,35.5,South
Symptoms of Depressive Disorder,Maine,3,20,2020-11-25,2020-12-07,24.8,Northeast
Symptoms of Depressive Disorder,Maryland,3,20,2020-11-25,2020-12-07,27.0,South
Symptoms of Depressive Disorder,Massachusetts,3,20,2020-11-25,2020-12-07,23.7,Northeast
Symptoms of Depressive Disorder,Michigan,3,20,2020-11-25,2020-12-07,26.5,Midwest
Symptoms of Depressive Disorder,Minnesota,3,20,2020-11-25,2020-12-07,25.0,Midwest
Symptoms of Depressive Disorder,Mississippi,3,20,2020-11-25,2020-12-07,36.9,South
Symptoms of Depressive Disorder,Missouri,3,20,2020-11-25,2020-12-07,27.4,Midwest
Symptoms of Depressive Disorder,Montana,3,20,2020-11-25,2020-12-07,26.3,West
Symptoms of Depressive Disorder,Nebraska,3,20,2020-11-25,2020-12-07,26.0,Midwest
Symptoms of Depressive Disorder,Nevada,3,20,2020-11-25,2020-12-07,35.7,West
Symptoms of Depressive Disorder,New Hampshire,3,20,2020-11-25,2020-12-07,26.1,Northeast
Symptoms of Depressive Disorder,New Jersey,3,20,2020-11-25,2020-12-07,27.7,Northeast
Symptoms of Depressive Disorder,New Mexico,3,20,2020-11-25,2020-12-07,30.2,West
Symptoms of Depressive Disorder,New York,3,20,2020-11-25,2020-12-07,23.3,Northeast
Symptoms of Depressive Disorder,North Carolina,3,20,2020-11-25,2020-12-07,28.4,South
Symptoms of Depressive Disorder,North Dakota,3,20,2020-11-25,2020-12-07,21.1,Midwest
Symptoms of Depressive Disorder,Ohio,3,20,2020-11-25,2020-12-07,32.7,Midwest
Symptoms of Depressive Disorder,Oklahoma,3,20,2020-11-25,2020-12-07,33.8,South
Symptoms of Depressive Disorder,Oregon,3,20,2020-11-25,2020-12-07,35.9,West
Symptoms of Depressive Disorder,Pennsylvania,3,20,2020-11-25,2020-12-07,29.4,Northeast
Symptoms of Depressive Disorder,Rhode Island,3,20,2020-11-25,2020-12-07,27.2,Northeast
Symptoms of Depressive Disorder,South Carolina,3,20,2020-11-25,2020-12-07,22.9,South
Symptoms of Depressive Disorder,South Dakota,3,20,2020-11-25,2020-12-07,20.2,Midwest
Symptoms of Depressive Disorder,Tennessee,3,20,2020-11-25,2020-12-07,28.0,South
Symptoms of Depressive Disorder,Texas,3,20,2020-11-25,2020-12-07,31.3,South
Symptoms of Depressive Disorder,Utah,3,20,2020-11-25,2020-12-07,32.4,West
Symptoms of Depressive Disorder,Vermont,3,20,2020-11-25,2020-12-07,28.8,Northeast
Symptoms of Depressive Disorder,Virginia,3,20,2020-11-25,2020-12-07,26.9,South
Symptoms of Depressive Disorder,Washington,3,20,2020-11-25,2020-12-07,29.4,West
Symptoms of Depressive Disorder,West Virginia,3,20,2020-11-25,2020-12-07,31.6,South
Symptoms of Depressive Disorder,Wisconsin,3,20,2020-11-25,2020-12-07,26.3,Midwest
Symptoms of Depressive Disorder,Wyoming,3,20,2020-11-25,2020-12-07,31.3,West
Symptoms of Anxiety Disorder,Alabama,3,20,2020-11-25,2020-12-07,32.5,South
Symptoms of Anxiety Disorder,Alaska,3,20,2020-11-25,2020-12-07,36.8,West
Symptoms of Anxiety Disorder,Arizona,3,20,2020-11-25,2020-12-07,33.6,West
Symptoms of Anxiety Disorder,Arkansas,3,20,2020-11-25,2020-12-07,37.2,South
Symptoms of Anxiety Disorder,California,3,20,2020-11-25,2020-12-07,36.8,West
Symptoms of Anxiety Disorder,Colorado,3,20,2020-11-25,2020-12-07,37.8,West
Symptoms of Anxiety Disorder,Connecticut,3,20,2020-11-25,2020-12-07,36.6,Northeast
Symptoms of Anxiety Disorder,Delaware,3,20,2020-11-25,2020-12-07,33.5,South
Symptoms of Anxiety Disorder,District of Columbia,3,20,2020-11-25,2020-12-07,35.8,South
Symptoms of Anxiety Disorder,Florida,3,20,2020-11-25,2020-12-07,36.3,South
Symptoms of Anxiety Disorder,Georgia,3,20,2020-11-25,2020-12-07,36.0,South
Symptoms of Anxiety Disorder,Hawaii,3,20,2020-11-25,2020-12-07,35.1,West
Symptoms of Anxiety Disorder,Idaho,3,20,2020-11-25,2020-12-07,34.0,West
Symptoms of Anxiety Disorder,Illinois,3,20,2020-11-25,2020-12-07,37.6,Midwest
Symptoms of Anxiety Disorder,Indiana,3,20,2020-11-25,2020-12-07,37.7,Midwest
Symptoms of Anxiety Disorder,Iowa,3,20,2020-11-25,2020-12-07,31.0,Midwest
Symptoms of Anxiety Disorder,Kansas,3,20,2020-11-25,2020-12-07,31.9,Midwest
Symptoms of Anxiety Disorder,Kentucky,3,20,2020-11-25,2020-12-07,40.2,South
Symptoms of Anxiety Disorder,Louisiana,3,20,2020-11-25,2020-12-07,43.1,South
Symptoms of Anxiety Disorder,Maine,3,20,2020-11-25,2020-12-07,32.4,Northeast
Symptoms of Anxiety Disorder,Maryland,3,20,2020-11-25,2020-12-07,34.2,South
Symptoms of Anxiety Disorder,Massachusetts,3,20,2020-11-25,2020-12-07,34.5,Northeast
Symptoms of Anxiety Disorder,Michigan,3,20,2020-11-25,2020-12-07,34.7,Midwest
Symptoms of Anxiety Disorder,Minnesota,3,20,2020-11-25,2020-12-07,34.5,Midwest
Symptoms of Anxiety Disorder,Mississippi,3,20,2020-11-25,2020-12-07,37.1,South
Symptoms of Anxiety Disorder,Missouri,3,20,2020-11-25,2020-12-07,35.2,Midwest
Symptoms of Anxiety Disorder,Montana,3,20,2020-11-25,2020-12-07,35.9,West
Symptoms of Anxiety Disorder,Nebraska,3,20,2020-11-25,2020-12-07,35.0,Midwest
Symptoms of Anxiety Disorder,Nevada,3,20,2020-11-25,2020-12-07,42.4,West
Symptoms of Anxiety Disorder,New Hampshire,3,20,2020-11-25,2020-12-07,37.3,Northeast
Symptoms of Anxiety Disorder,New Jersey,3,20,2020-11-25,2020-12-07,36.7,Northeast
Symptoms of Anxiety Disorder,New Mexico,3,20,2020-11-25,2020-12-07,42.6,West
Symptoms of Anxiety Disorder,New York,3,20,2020-11-25,2020-12-07,35.3,Northeast
Symptoms of Anxiety Disorder,North Carolina,3,20,2020-11-25,2020-12-07,32.9,South
Symptoms of Anxiety Disorder,North Dakota,3,20,2020-11-25,2020-12-07,28.9,Midwest
Symptoms of Anxiety Disorder,Ohio,3,20,2020-11-25,2020-12-07,35.4,Midwest
Symptoms of Anxiety Disorder,Oklahoma,3,20,2020-11-25,2020-12-07,38.7,South
Symptoms of Anxiety Disorder,Oregon,3,20,2020-11-25,2020-12-07,38.6,West
Symptoms of Anxiety Disorder,Pennsylvania,3,20,2020-11-25,2020-12-07,38.1,Northeast
Symptoms of Anxiety Disorder,Rhode Island,3,20,2020-11-25,2020-12-07,37.4,Northeast
Symptoms of Anxiety Disorder,South Carolina,3,20,2020-11-25,2020-12-07,30.4,South
Symptoms of Anxiety Disorder,South Dakota,3,20,2020-11-25,2020-12-07,27.5,Midwest
Symptoms of Anxiety Disorder,Tennessee,3,20,2020-11-25,2020-12-07,34.2,South
Symptoms of Anxiety Disorder,Texas,3,20,2020-11-25,2020-12-07,38.8,South
Symptoms of Anxiety Disorder,Utah,3,20,2020-11-25,2020-12-07,37.3,West
Symptoms of Anxiety Disorder,Vermont,3,20,2020-11-25,2020-12-07,37.8,Northeast
Symptoms of Anxiety Disorder,Virginia,3,20,2020-11-25,2020-12-07,33.5,South
Symptoms of Anxiety Disorder,Washington,3,20,2020-11-25,2020-12-07,37.5,West
Symptoms of Anxiety Disorder,West Virginia,3,20,2020-11-25,2020-12-07,40.6,South
Symptoms of Anxiety Disorder,Wisconsin,3,20,2020-11-25,2020-12-07,30.1,Midwest
Symptoms of Anxiety Disorder,Wyoming,3,20,2020-11-25,2020-12-07,38.7,West
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,3,20,2020-11-25,2020-12-07,38.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,3,20,2020-11-25,2020-12-07,42.6,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,3,20,2020-11-25,2020-12-07,39.8,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,3,20,2020-11-25,2020-12-07,41.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,California,3,20,2020-11-25,2020-12-07,43.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,3,20,2020-11-25,2020-12-07,43.0,West
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,3,20,2020-11-25,2020-12-07,41.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,3,20,2020-11-25,2020-12-07,42.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,3,20,2020-11-25,2020-12-07,41.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,3,20,2020-11-25,2020-12-07,39.4,South
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,3,20,2020-11-25,2020-12-07,39.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,3,20,2020-11-25,2020-12-07,40.7,West
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,3,20,2020-11-25,2020-12-07,41.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,3,20,2020-11-25,2020-12-07,43.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,3,20,2020-11-25,2020-12-07,43.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,3,20,2020-11-25,2020-12-07,36.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,3,20,2020-11-25,2020-12-07,36.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,3,20,2020-11-25,2020-12-07,45.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,3,20,2020-11-25,2020-12-07,47.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,3,20,2020-11-25,2020-12-07,36.9,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,3,20,2020-11-25,2020-12-07,38.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,3,20,2020-11-25,2020-12-07,39.4,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,3,20,2020-11-25,2020-12-07,40.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,3,20,2020-11-25,2020-12-07,39.6,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,3,20,2020-11-25,2020-12-07,46.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,3,20,2020-11-25,2020-12-07,38.9,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,3,20,2020-11-25,2020-12-07,39.4,West
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,3,20,2020-11-25,2020-12-07,39.6,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,3,20,2020-11-25,2020-12-07,47.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,3,20,2020-11-25,2020-12-07,41.7,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,3,20,2020-11-25,2020-12-07,40.8,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,3,20,2020-11-25,2020-12-07,46.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,New York,3,20,2020-11-25,2020-12-07,38.9,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,3,20,2020-11-25,2020-12-07,39.0,South
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,3,20,2020-11-25,2020-12-07,32.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,3,20,2020-11-25,2020-12-07,44.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,3,20,2020-11-25,2020-12-07,43.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,3,20,2020-11-25,2020-12-07,47.6,West
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,3,20,2020-11-25,2020-12-07,43.1,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,3,20,2020-11-25,2020-12-07,41.5,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,3,20,2020-11-25,2020-12-07,33.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,3,20,2020-11-25,2020-12-07,32.4,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,3,20,2020-11-25,2020-12-07,39.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,3,20,2020-11-25,2020-12-07,44.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,3,20,2020-11-25,2020-12-07,44.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,3,20,2020-11-25,2020-12-07,40.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,3,20,2020-11-25,2020-12-07,39.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,3,20,2020-11-25,2020-12-07,43.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,3,20,2020-11-25,2020-12-07,44.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,3,20,2020-11-25,2020-12-07,35.5,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,3,20,2020-11-25,2020-12-07,44.8,West
Symptoms of Depressive Disorder,Alabama,3,21,2020-12-09,2020-12-21,35.1,South
Symptoms of Depressive Disorder,Alaska,3,21,2020-12-09,2020-12-21,32.0,West
Symptoms of Depressive Disorder,Arizona,3,21,2020-12-09,2020-12-21,32.7,West
Symptoms of Depressive Disorder,Arkansas,3,21,2020-12-09,2020-12-21,28.3,South
Symptoms of Depressive Disorder,California,3,21,2020-12-09,2020-12-21,31.4,West
Symptoms of Depressive Disorder,Colorado,3,21,2020-12-09,2020-12-21,30.3,West
Symptoms of Depressive Disorder,Connecticut,3,21,2020-12-09,2020-12-21,29.0,Northeast
Symptoms of Depressive Disorder,Delaware,3,21,2020-12-09,2020-12-21,30.4,South
Symptoms of Depressive Disorder,District of Columbia,3,21,2020-12-09,2020-12-21,22.6,South
Symptoms of Depressive Disorder,Florida,3,21,2020-12-09,2020-12-21,28.1,South
Symptoms of Depressive Disorder,Georgia,3,21,2020-12-09,2020-12-21,31.2,South
Symptoms of Depressive Disorder,Hawaii,3,21,2020-12-09,2020-12-21,25.5,West
Symptoms of Depressive Disorder,Idaho,3,21,2020-12-09,2020-12-21,31.1,West
Symptoms of Depressive Disorder,Illinois,3,21,2020-12-09,2020-12-21,25.5,Midwest
Symptoms of Depressive Disorder,Indiana,3,21,2020-12-09,2020-12-21,27.8,Midwest
Symptoms of Depressive Disorder,Iowa,3,21,2020-12-09,2020-12-21,29.9,Midwest
Symptoms of Depressive Disorder,Kansas,3,21,2020-12-09,2020-12-21,30.6,Midwest
Symptoms of Depressive Disorder,Kentucky,3,21,2020-12-09,2020-12-21,33.4,South
Symptoms of Depressive Disorder,Louisiana,3,21,2020-12-09,2020-12-21,39.4,South
Symptoms of Depressive Disorder,Maine,3,21,2020-12-09,2020-12-21,23.7,Northeast
Symptoms of Depressive Disorder,Maryland,3,21,2020-12-09,2020-12-21,28.0,South
Symptoms of Depressive Disorder,Massachusetts,3,21,2020-12-09,2020-12-21,29.6,Northeast
Symptoms of Depressive Disorder,Michigan,3,21,2020-12-09,2020-12-21,33.1,Midwest
Symptoms of Depressive Disorder,Minnesota,3,21,2020-12-09,2020-12-21,25.2,Midwest
Symptoms of Depressive Disorder,Mississippi,3,21,2020-12-09,2020-12-21,36.5,South
Symptoms of Depressive Disorder,Missouri,3,21,2020-12-09,2020-12-21,29.0,Midwest
Symptoms of Depressive Disorder,Montana,3,21,2020-12-09,2020-12-21,29.5,West
Symptoms of Depressive Disorder,Nebraska,3,21,2020-12-09,2020-12-21,26.5,Midwest
Symptoms of Depressive Disorder,Nevada,3,21,2020-12-09,2020-12-21,35.3,West
Symptoms of Depressive Disorder,New Hampshire,3,21,2020-12-09,2020-12-21,23.8,Northeast
Symptoms of Depressive Disorder,New Jersey,3,21,2020-12-09,2020-12-21,28.7,Northeast
Symptoms of Depressive Disorder,New Mexico,3,21,2020-12-09,2020-12-21,35.6,West
Symptoms of Depressive Disorder,New York,3,21,2020-12-09,2020-12-21,30.2,Northeast
Symptoms of Depressive Disorder,North Carolina,3,21,2020-12-09,2020-12-21,24.1,South
Symptoms of Depressive Disorder,North Dakota,3,21,2020-12-09,2020-12-21,21.6,Midwest
Symptoms of Depressive Disorder,Ohio,3,21,2020-12-09,2020-12-21,35.7,Midwest
Symptoms of Depressive Disorder,Oklahoma,3,21,2020-12-09,2020-12-21,35.7,South
Symptoms of Depressive Disorder,Oregon,3,21,2020-12-09,2020-12-21,33.4,West
Symptoms of Depressive Disorder,Pennsylvania,3,21,2020-12-09,2020-12-21,27.3,Northeast
Symptoms of Depressive Disorder,Rhode Island,3,21,2020-12-09,2020-12-21,22.4,Northeast
Symptoms of Depressive Disorder,South Carolina,3,21,2020-12-09,2020-12-21,27.0,South
Symptoms of Depressive Disorder,South Dakota,3,21,2020-12-09,2020-12-21,21.1,Midwest
Symptoms of Depressive Disorder,Tennessee,3,21,2020-12-09,2020-12-21,32.3,South
Symptoms of Depressive Disorder,Texas,3,21,2020-12-09,2020-12-21,31.8,South
Symptoms of Depressive Disorder,Utah,3,21,2020-12-09,2020-12-21,29.0,West
Symptoms of Depressive Disorder,Vermont,3,21,2020-12-09,2020-12-21,25.7,Northeast
Symptoms of Depressive Disorder,Virginia,3,21,2020-12-09,2020-12-21,28.1,South
Symptoms of Depressive Disorder,Washington,3,21,2020-12-09,2020-12-21,31.2,West
Symptoms of Depressive Disorder,West Virginia,3,21,2020-12-09,2020-12-21,37.0,South
Symptoms of Depressive Disorder,Wisconsin,3,21,2020-12-09,2020-12-21,30.0,Midwest
Symptoms of Depressive Disorder,Wyoming,3,21,2020-12-09,2020-12-21,24.7,West
Symptoms of Anxiety Disorder,Alabama,3,21,2020-12-09,2020-12-21,39.1,South
Symptoms of Anxiety Disorder,Alaska,3,21,2020-12-09,2020-12-21,37.7,West
Symptoms of Anxiety Disorder,Arizona,3,21,2020-12-09,2020-12-21,34.7,West
Symptoms of Anxiety Disorder,Arkansas,3,21,2020-12-09,2020-12-21,38.5,South
Symptoms of Anxiety Disorder,California,3,21,2020-12-09,2020-12-21,38.9,West
Symptoms of Anxiety Disorder,Colorado,3,21,2020-12-09,2020-12-21,39.4,West
Symptoms of Anxiety Disorder,Connecticut,3,21,2020-12-09,2020-12-21,35.6,Northeast
Symptoms of Anxiety Disorder,Delaware,3,21,2020-12-09,2020-12-21,35.3,South
Symptoms of Anxiety Disorder,District of Columbia,3,21,2020-12-09,2020-12-21,34.4,South
Symptoms of Anxiety Disorder,Florida,3,21,2020-12-09,2020-12-21,37.7,South
Symptoms of Anxiety Disorder,Georgia,3,21,2020-12-09,2020-12-21,40.3,South
Symptoms of Anxiety Disorder,Hawaii,3,21,2020-12-09,2020-12-21,29.8,West
Symptoms of Anxiety Disorder,Idaho,3,21,2020-12-09,2020-12-21,37.9,West
Symptoms of Anxiety Disorder,Illinois,3,21,2020-12-09,2020-12-21,35.7,Midwest
Symptoms of Anxiety Disorder,Indiana,3,21,2020-12-09,2020-12-21,34.2,Midwest
Symptoms of Anxiety Disorder,Iowa,3,21,2020-12-09,2020-12-21,34.5,Midwest
Symptoms of Anxiety Disorder,Kansas,3,21,2020-12-09,2020-12-21,35.9,Midwest
Symptoms of Anxiety Disorder,Kentucky,3,21,2020-12-09,2020-12-21,37.9,South
Symptoms of Anxiety Disorder,Louisiana,3,21,2020-12-09,2020-12-21,45.5,South
Symptoms of Anxiety Disorder,Maine,3,21,2020-12-09,2020-12-21,33.8,Northeast
Symptoms of Anxiety Disorder,Maryland,3,21,2020-12-09,2020-12-21,34.7,South
Symptoms of Anxiety Disorder,Massachusetts,3,21,2020-12-09,2020-12-21,37.5,Northeast
Symptoms of Anxiety Disorder,Michigan,3,21,2020-12-09,2020-12-21,40.7,Midwest
Symptoms of Anxiety Disorder,Minnesota,3,21,2020-12-09,2020-12-21,31.7,Midwest
Symptoms of Anxiety Disorder,Mississippi,3,21,2020-12-09,2020-12-21,35.3,South
Symptoms of Anxiety Disorder,Missouri,3,21,2020-12-09,2020-12-21,35.7,Midwest
Symptoms of Anxiety Disorder,Montana,3,21,2020-12-09,2020-12-21,36.6,West
Symptoms of Anxiety Disorder,Nebraska,3,21,2020-12-09,2020-12-21,27.9,Midwest
Symptoms of Anxiety Disorder,Nevada,3,21,2020-12-09,2020-12-21,39.5,West
Symptoms of Anxiety Disorder,New Hampshire,3,21,2020-12-09,2020-12-21,32.2,Northeast
Symptoms of Anxiety Disorder,New Jersey,3,21,2020-12-09,2020-12-21,34.8,Northeast
Symptoms of Anxiety Disorder,New Mexico,3,21,2020-12-09,2020-12-21,42.4,West
Symptoms of Anxiety Disorder,New York,3,21,2020-12-09,2020-12-21,33.3,Northeast
Symptoms of Anxiety Disorder,North Carolina,3,21,2020-12-09,2020-12-21,32.1,South
Symptoms of Anxiety Disorder,North Dakota,3,21,2020-12-09,2020-12-21,27.4,Midwest
Symptoms of Anxiety Disorder,Ohio,3,21,2020-12-09,2020-12-21,38.1,Midwest
Symptoms of Anxiety Disorder,Oklahoma,3,21,2020-12-09,2020-12-21,44.2,South
Symptoms of Anxiety Disorder,Oregon,3,21,2020-12-09,2020-12-21,41.6,West
Symptoms of Anxiety Disorder,Pennsylvania,3,21,2020-12-09,2020-12-21,34.1,Northeast
Symptoms of Anxiety Disorder,Rhode Island,3,21,2020-12-09,2020-12-21,32.9,Northeast
Symptoms of Anxiety Disorder,South Carolina,3,21,2020-12-09,2020-12-21,37.2,South
Symptoms of Anxiety Disorder,South Dakota,3,21,2020-12-09,2020-12-21,28.3,Midwest
